...1,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS
22963,2013_OR-UPF-130132_WHISKEY COMPLEX,OR-UPF-130132,WHISKEY COMPLEX,WF,17891,L,TRUE,2013-07-26T02:30:00Z,207,2013-08-24,0,Timber (Litter and Understory),NA,NA,4,NA,NA,NA,NA,Douglas,42.941111,-122.821667,6 miles east of Tiller,NA,22128577,2013,FS,0,0,0,1,0,0,NA,NA,2013-09-15T16:00:00Z,NA,34,NA,13,NA,8,165,20158,9,2013-08-04T20:00:00Z,216,982,2013-08-04T20:00:00Z,216,2013-08-20T19:00:00Z,232,4055,2013-08-18T19:00:00Z,230,25,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,"[201760138, 201765418, 201766480]",3,['OR4304512272320130726-BUCKEYE' 'OR4292312275720130726-WHISKEY'],207,269,['Natural'],17910,"[{'ID': 201760138, 'MTBS_ID': 'OR4304512272320130726(BUCKEYE)', 'COORDS': (43.04222222, -122.71944440000001), 'CAUSE': 'Natural', 'SIZE': 1683.0, 'DISC': 207, 'CONT': 269.0}, {'ID': 201765418, 'COORDS': (42.94861111, -122.75916670000001), 'CAUSE': 'Natural', 'SIZE': 32.0, 'DISC': 207, 'CONT': 269.0}, {'ID': 201766480, 'MTBS_ID': 'OR4292312275720130726(WHISKEY)', 'COORDS': (42.86083333, -122.78833329999999), 'CAUSE': 'Natural', 'SIZE': 16195.0, 'DISC': 207, 'CONT': 269.0}]","[(43.04222222, -122.71944440000001) (42.94861111, -122.75916670000001)
 (42.86083333, -122.78833329999999)]",1,3,2,201766480,42.86083333,-122.7883333,OR4292312275720130726(WHISKEY),"(42.86083333, -122.78833329999999)"
22967,2013_OR-VAD-000134_GRASSY MOUNTAIN COMPLEX,OR-VAD-000134,GRASSY MOUNTAIN COMPLEX,WF,17237,L,TRUE,2013-08-07T19:18:00Z,219,2013-08-09,1,Brush (2 feet),NA,NA,0,NA,NA,NA,NA,Malheur,42.677222,-117.325,22 mi. SW of Jordan Valley,NA,1000000,2013,FS,0,0,0,0,0,0,NA,NA,2013-08-11T10:20:00Z,NA,5,NA,2,NA,NA,6,338,4,2013-08-09T18:16:00Z,221,138,2013-08-08T16:00:00Z,220,2013-08-07T23:55:00Z,219,17237,2013-08-07T23:55:00Z,219,0,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,"[201778141, 201778143]",2,['OR4265911735820130807-GRASSY MOUNTAIN' 'OR4254611719320130807-LONE TREE'],219,226,['Natural'],17239,"[{'ID': 201778141, 'MTBS_ID': 'OR4265911735820130807(GRASSY MOUNTAIN)', 'COORDS': (42.70792, -117.31488999999999), 'CAUSE': 'Natural', 'SIZE': 15720.0, 'DISC': 219, 'CONT': 226.0}, {'ID': 201778143, 'MTBS_ID': 'OR4254611719320130807(LONE TREE)', 'COORDS': (42.540440000000004, -117.29078), 'CAUSE': 'Natural', 'SIZE': 1519.0, 'DISC': 219, 'CONT': 223.0}]","[(42.70792, -117.31488999999999) (42.540440000000004, -117.29078)]",1,2,2,201778141,42.70792,-117.31489,OR4265911735820130807(GRASSY MOUNTAIN),"(42.70792, -117.31488999999999)"
22972,2013_OR-VAD-046_CROOKED CREEK COMPLEX,OR-VAD-046,CROOKED CREEK COMPLEX,WF,10124,L,TRUE,2013-07-01T18:52:00Z,182,2013-07-04,0,Brush (2 feet),NA,NA,0,NA,NA,NA,NA,Malheur,42.718333,-117.758333,4 mi east of Burns Jctn  OR,NA,833546,2013,FS,0,0,0,0,0,0,NA,NA,2013-07-08T18:00:00Z,NA,15,NA,NA,NA,NA,2,910,1,2011-07-31T21:30:00Z,212,264,2013-07-04T21:00:00Z,185,2013-07-02T01:30:00Z,183,10124,2013-07-02T01:30:00Z,183,1,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,"[201778119, 201778120, 201778122]",3,"['OR4296111781820130702-SAND SPRINGS'
 'OR4271811775920130701-CROOKED CREEK' 'OR4293711764020130701-PASCAL']",182,186,['Natural'],10083,"[{'ID': 201778119, 'MTBS_ID': 'OR4296111781820130702(SAND SPRINGS)', 'COORDS': (42.9611, -117.8183), 'CAUSE': 'Natural', 'SIZE': 2200.0, 'DISC': 183, 'CONT': 186.0}, {'ID': 201778120, 'MTBS_ID': 'OR4271811775920130701(CROOKED CREEK)', 'COORDS': (42.7183, -117.7586), 'CAUSE': 'Natural', 'SIZE': 5067.0, 'DISC': 182, 'CONT': 186.0}, {'ID': 201778122, 'MTBS_ID': 'OR4293711764020130701(PASCAL)', 'COORDS': (42.9367, -117.64), 'CAUSE': 'Natural', 'SIZE': 2816.0, 'DISC': 182, 'CONT': 183.0}]","[(42.9611, -117.8183) (42.7183, -117.7586) (42.9367, -117.64)]",1,3,3,201778120,42.7183,-117.7586,OR4271811775920130701(CROOKED CREEK),"(42.7183, -117.7586)"
22980,2013_OR-WWF-001035_HIGH HAT KATY COMPLEX,OR-WWF-001035,HIGH HAT KATY COMPLEX,WF,32,L,TRUE,2013-08-30T13:46:00Z,242,NA,0,Timber (Litter and Understory),NA,NA,0,NA,NA,NA,NA,Union/Wallowa,45.185,-117.527222,13 miles SE of Cove  OR,NA,16000,2013,M,0,0,0,0,0,0,NA,NA,2013-09-19T10:30:00Z,NA,3,NA,NA,NA,NA,NA,NA,NA,2013-09-04T18:00:00Z,247,NA,2013-09-04T18:00:00Z,247,2013-09-04T18:00:00Z,247,6.4,2013-09-04T18:00:00Z,247,5,"['M', 'M', 'M']",M,M,0,"[201762794, 201765257]",2,NA,242,261,['Natural'],32.1,"[{'ID': 201762794, 'COORDS': (45.18472222, -117.52722220000001), 'CAUSE': 'Natural', 'SIZE': 32.0, 'DISC': 242, 'CONT': 261.0}, {'ID': 201765257, 'COORDS': (45.22888889, -117.49666670000002), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 242, 'CONT': 261.0}]","[(45.18472222, -117.52722220000001) (45.22888889, -117.49666670000002)]",1,2,0,201762794,45.18472222,-117.5272222,NA,"(45.18472222, -117.52722220000001)"
23045,2013_TX-TXS-00001_6294,TX-TXS-00001,6294,WF,350,H,TRUE,2013-09-08T12:30:00Z,251,2013-09-09,0,Timber (Litter and Understory),NA,NA,0,NA,NA,NA,NA,Smith,32.38,-95.183056,Four miles east of Tyler  TX,NA,NA,2013,FS,0,0,0,0,0,0,NA,NA,2013-09-11T14:30:00Z,NA,5,NA,60,NA,60,NA,30,NA,2013-09-08T19:00:00Z,251,8,2013-09-08T19:00:00Z,251,2013-09-08T19:00:00Z,251,350,2013-09-08T19:00:00Z,251,0,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201847206],1,NA,251,251,['Equipment and vehicle use'],350,"[{'ID': 201847206, 'COORDS': (32.3783, -95.15898333), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 350.0, 'DISC': 251, 'CONT': 251.0}]","[(32.3783, -95.15898333)]",1,1,0,201847206,32.3783,-95.15898333,NA,"(32.3783, -95.15898333)"
23070,2013_UT-SLD-000298_BORDER COMPLEX,UT-SLD-000298,BORDER COMPLEX,WF,180,L,TRUE,2013-07-02T13:10:00Z,183,2013-07-04,0,Timber (Grass and Understory),NA,NA,0,NA,NA,NA,NA,Box Elder,41.988889,-114.028889,30 mile south of Oakley  ID,NA,225000,2013,FS,0,0,0,0,0,0,NA,NA,2013-07-04T18:53:00Z,NA,3,NA,NA,NA,NA,5,361,2,2013-07-03T13:10:00Z,184,125,2013-07-03T13:10:00Z,184,2013-07-03T13:10:00Z,184,180,2013-07-03T13:10:00Z,184,1,"['FS', 'FS', 'FS']",FS,FS,100,"[201779521, 201779530]",2,NA,183,186,['Natural'],312,"[{'ID': 201779521, 'COORDS': (41.9888, -114.0289), 'CAUSE': 'Natural', 'SIZE': 170.0, 'DISC': 183, 'CONT': 186.0}, {'ID': 201779530, 'COORDS': (41.968103, -114.025803), 'CAUSE': 'Natural', 'SIZE': 142.0, 'DISC': 183, 'CONT': 186.0}]","[(41.9888, -114.0289) (41.968103, -114.025803)]",1,2,0,201779521,41.9888,-114.0289,NA,"(41.9888, -114.0289)"
23091,2013_WA-COA-2013180_WESTSIDE COMPLEX,WA-COA-2013180,WESTSIDE COMPLEX,WF,293,L,TRUE,2013-08-09T23:00:00Z,221,2013-08-15,0,Timber (Grass and Understory),NA,NA,0,NA,NA,NA,NA,Okanogan/Ferry,48.186944,-119.27388899999998,Fires located across southern portion of Colville Reservation,NA,803842,2013,FS,0,0,0,0,0,0,NA,NA,2013-08-15T17:30:00Z,NA,6,NA,NA,NA,NA,2,998,2,2013-08-13T17:00:00Z,225,241,2013-08-13T17:00:00Z,225,2013-08-13T17:00:00Z,225,125,2013-08-11T20:00:00Z,223,4,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,"[201780064, 201780066, 201780067, 201780068, 201780070]",5,NA,222,227,['Natural'],260.4,"[{'ID': 201780064, 'COORDS': (47.90892, -118.52163999999999), 'CAUSE': 'Natural', 'SIZE': 120.0, 'DISC': 222, 'CONT': 223.0}, {'ID': 201780066, 'COORDS': (48.18717, -119.27458), 'CAUSE': 'Natural', 'SIZE': 19.4, 'DISC': 222, 'CONT': 227.0}, {'ID': 201780067, 'COORDS': (48.14875, -119.26317), 'CAUSE': 'Natural', 'SIZE': 50.0, 'DISC': 222, 'CONT': 227.0}, {'ID': 201780068, 'COORDS': (47.9485, -118.40088999999999), 'CAUSE': 'Natural', 'SIZE': 56.0, 'DISC': 222, 'CONT': 227.0}, {'ID': 201780070, 'COORDS': (47.94761, -118.41013999999998), 'CAUSE': 'Natural', 'SIZE': 15.0, 'DISC': 222, 'CONT': 227.0}]","[(47.90892, -118.52163999999999) (48.18717, -119.27458)
 (48.14875, -119.26317) (47.9485, -118.40088999999999)
 (47.94761, -118.41013999999998)]",1,5,0,201780064,47.90892,-118.52164,NA,"(47.90892, -118.52163999999999)"
23099,2013_WA-MSF-000045_MT BAKER RD MONITOR COMPLEX,WA-MSF-000045,MT BAKER RD MONITOR COMPLEX,WF,0.7,L,TRUE,2013-07-31T20:00:00Z,212,2013-09-23,0,Timber (Litter and Understory),NA,NA,0,NA,NA,NA,NA,Whatcom & Skagit,48.540556,-121.844444,Multiple small starts located on Mt Baker RD  less then 30 miles from Concrete.,NA,7950,2013,M,0,0,0,0,0,0,NA,NA,2013-10-29T09:00:00Z,NA,6,NA,NA,NA,NA,NA,NA,NA,2013-08-15T16:00:00Z,227,NA,2013-08-15T16:00:00Z,227,2013-08-29T16:30:00Z,241,0.03333333333333333,2013-08-15T16:00:00Z,227,29,"['M', 'M', 'M', 'M', 'M', 'M']",M,M,0,"[201760762, 201762098, 201764038, 201764904, 201765067, 201765588, 201767240]",7,NA,212,261,['Natural' 'Recreation and ceremony'],0.61,"[{'ID': 201760762, 'COORDS': (48.97444444, -121.76805559999998), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 234, 'CONT': 257.0}, {'ID': 201762098, 'COORDS': (48.925, -121.9111111), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 212, 'CONT': 257.0}, {'ID': 201764038, 'COORDS': (48.4675, -121.83027779999999), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 212, 'CONT': 257.0}, {'ID': 201764904, 'COORDS': (48.6625, -121.59805559999998), 'CAUSE': 'Recreation and ceremony', 'SIZE': 0.01, 'DISC': 242, 'CONT': 261.0}, {'ID': 201765067, 'COORDS': (48.48444444, -121.8772222), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 212, 'CONT': 257.0}, {'ID': 201765588, 'COORDS': (48.64555556, -121.4452778), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 225, 'CONT': 257.0}, {'ID': 201767240, 'COORDS': (48.92361111, -121.8586111), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 212, 'CONT': 257.0}]","[(48.97444444, -121.76805559999998) (48.925, -121.9111111)
 (48.4675, -121.83027779999999) (48.6625, -121.59805559999998)
 (48.48444444, -121.8772222) (48.64555556, -121.4452778)
 (48.92361111, -121.8586111)]",2,7,0,201760762,48.97444444,-121.76805559999998,NA,"(48.97444444, -121.76805559999998)"
23104,2013_WA-NCP-000032_ARCTIC DAN COMPLEX,WA-NCP-000032,ARCTIC DAN COMPLEX,WF,252,L,TRUE,2013-07-17T18:00:00Z,198,NA,0,Closed Timber Litter,NA,NA,0,NA,NA,NA,NA,Whatcom,48.884444,-121.1225,7 miles southwest of Hozomeen,NA,30000,2013,M,0,0,0,0,0,0,NA,NA,2013-09-06T09:00:00Z,NA,10,NA,1,NA,NA,NA,20,NA,2013-07-25T18:30:00Z,206,6,2013-08-15T10:30:00Z,227,2013-08-07T08:30:00Z,219,17.142857142857142,2013-08-07T08:30:00Z,219,21,"['M', 'M', 'M', 'M', 'FS', 'M', 'FS', 'M', 'M', 'M']",M,M,20,"[201780136, 201780139, 201780140, 201780141]",4,NA,198,323,['Natural'],255.5,"[{'ID': 201780136, 'COORDS': (48.7133, -121.0497), 'CAUSE': 'Natural', 'SIZE': 0.5, 'DISC': 219, 'CONT': 229.0}, {'ID': 201780139, 'COORDS': (48.5664, -120.9969), 'CAUSE': 'Natural', 'SIZE': 2.0, 'DISC': 221, 'CONT': 273.0}, {'ID': 201780140, 'COORDS': (48.77636, -121.09565), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 226, 'CONT': 273.0}, {'ID': 201780141, 'COORDS': (48.8808, -121.11793), 'CAUSE': 'Natural', 'SIZE': 252.0, 'DISC': 198, 'CONT': 323.0}]","[(48.7133, -121.0497) (48.5664, -120.9969) (48.77636, -121.09565)
 (48.8808, -121.11793)]",1,4,0,201780141,48.8808,-121.11793,NA,"(48.8808, -121.11793)"
23106,2013_WA-NES-619_METHOW COMPLEX,WA-NES-619,METHOW COMPLEX,WF,50,L,TRUE,2013-08-01T17:25:00Z,213,2013-08-05,0,Timber (Grass and Understory),NA,NA,0,NA,NA,NA,NA,Okanogan,48.23,-120.068056,Twisp,NA,267450,2013,FS,0,0,0,0,0,0,NA,NA,2013-08-05T17:00:00Z,NA,7,NA,NA,NA,NA,6,406,1,2013-08-01T17:25:00Z,213,123,2013-08-03T07:30:00Z,215,2013-08-03T07:30:00Z,215,33,2013-08-02T08:35:00Z,214,2,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,"[201780054, 201815218, 201815486, 201815809, 201815909, 201816185]",6,NA,213,237,['Natural'],37.2,"[{'ID': 201780054, 'COORDS': (48.45442, -119.28538999999999), 'CAUSE': 'Natural', 'SIZE': 1.5, 'DISC': 213, 'CONT': 227.0}, {'ID': 201815218, 'COORDS': (48.4233, -120.1009), 'CAUSE': 'Natural', 'SIZE': 2.7, 'DISC': 213, 'CONT': 223.0}, {'ID': 201815486, 'COORDS': (48.2311, -120.0585), 'CAUSE': 'Natural', 'SIZE': 3.0, 'DISC': 213, 'CONT': 224.0}, {'ID': 201815809, 'COORDS': (48.176, -120.0337), 'CAUSE': 'Natural', 'SIZE': 5.2, 'DISC': 213, 'CONT': 224.0}, {'ID': 201815909, 'COORDS': (48.2278, -120.0932), 'CAUSE': 'Natural', 'SIZE': 24.7, 'DISC': 213, 'CONT': 237.0}, {'ID': 201816185, 'COORDS': (48.2044, -120.0039), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 213, 'CONT': 222.0}]","[(48.45442, -119.28538999999999) (48.4233, -120.1009) (48.2311, -120.0585)
 (48.176, -120.0337) (48.2278, -120.0932) (48.2044, -120.0039)]",1,6,0,201815909,48.2278,-120.0932,NA,"(48.2278, -120.0932)"
23107,2013_WA-NES-627_RIVERSIDE BLOCK COMPLEX,WA-NES-627,RIVERSIDE BLOCK COMPLEX,WF,1024,L,TRUE,2013-08-01T17:21:00Z,213,2013-08-05,0,Timber (Grass and Understory),NA,NA,0,NA,NA,NA,NA,Okanogan,48.453610999999995,-119.580556,Riverside,NA,540000,2013,FS,0,0,0,0,0,0,NA,NA,2013-08-05T20:00:00Z,NA,6,NA,15,NA,15,10,696,3,2013-08-02T19:00:00Z,214,197,2013-08-03T16:00:00Z,215,2013-08-03T16:00:00Z,215,714,2013-08-02T08:35:00Z,214,2,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,"[201780222, 201815217, 201815239, 201815489, 201815530, 201815767, 201815923, 201815971, 201816077, 201816338, 201816339]",11,NA,213,347,['Natural'],1043.35,"[{'ID': 201780222, 'COORDS': (48.5606, -119.4689), 'CAUSE': 'Natural', 'SIZE': 459.0, 'DISC': 213, 'CONT': 215.0}, {'ID': 201815217, 'COORDS': (48.4554, -119.571), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 213, 'CONT': 219.0}, {'ID': 201815239, 'COORDS': (48.5091, -119.4029), 'CAUSE': 'Natural', 'SIZE': 0.25, 'DISC': 213, 'CONT': 222.0}, {'ID': 201815489, 'COORDS': (48.4852, -119.3652), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 213, 'CONT': 224.0}, {'ID': 201815530, 'COORDS': (48.5109, -119.406), 'CAUSE': 'Natural', 'SIZE': 4.0, 'DISC': 213, 'CONT': 224.0}, {'ID': 201815767, 'COORDS': (48.5331, -119.4445), 'CAUSE': 'Natural', 'SIZE': 13.0, 'DISC': 213, 'CONT': 237.0}, {'ID': 201815923, 'COORDS': (48.5503, -119.48200000000001), 'CAUSE': 'Natural', 'SIZE': 455.0, 'DISC': 213, 'CONT': 347.0}, {'ID': 201815971, 'COORDS': (48.5069, -119.4399), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 213, 'CONT': 224.0}, {'ID': 201816077, 'COORDS': (48.4995, -119.3895), 'CAUSE': 'Natural', 'SIZE': 80.0, 'DISC': 213, 'CONT': 287.0}, {'ID': 201816338, 'COORDS': (48.623999999999995, -119.4314), 'CAUSE': 'Natural', 'SIZE': 28.1, 'DISC': 213, 'CONT': 223.0}, {'ID': 201816339, 'COORDS': (48.5437, -119.4887), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 213, 'CONT': 226.0}]","[(48.5606, -119.4689) (48.4554, -119.571) (48.5091, -119.4029)
 (48.4852, -119.3652) (48.5109, -119.406) (48.5331, -119.4445)
 (48.5503, -119.48200000000001) (48.5069, -119.4399) (48.4995, -119.3895)
 (48.623999999999995, -119.4314) (48.5437, -119.4887)]",1,11,0,201780222,48.5606,-119.4689,NA,"(48.5606, -119.4689)"
23181,2013_WY-YNP-001309_DRUID COMPLEX,WY-YNP-001309,DRUID COMPLEX,WF,11935,L,TRUE,2013-08-13T16:30:00Z,225,2013-10-01,0,Timber (Litter and Understory),NA,NA,0,NA,NA,NA,NA,Park,44.904722,-110.183889,There are six fires located across the park.,NA,3108577.34,2013,PZP,0,0,0,0,0,0,NA,NA,2013-10-23T09:00:00Z,NA,33,NA,345,300,30,53,3110,5,2013-08-26T14:00:00Z,238,255,2013-08-25T16:00:00Z,237,2013-08-21T17:00:00Z,233,3494,2013-08-17T18:00:00Z,229,8,"['PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP', 'PZP']",PZP,PZP,0,"[201780752, 201780753, 201780754, 201780755, 201780756, 201780757]",6,['WY4434311031120130814-ALDER' 'WY4458611055120130814-ALUM'],217,276,['Natural'],11934.1,"[{'ID': 201780752, 'COORDS': (44.137170000000005, -110.60133), 'CAUSE': 'Natural', 'SIZE': 189.0, 'DISC': 217, 'CONT': 276.0}, {'ID': 201780753, 'COORDS': (44.9047, -110.1839), 'CAUSE': 'Natural', 'SIZE': 205.0, 'DISC': 221, 'CONT': 276.0}, {'ID': 201780754, 'MTBS_ID': 'WY4434311031120130814(ALDER)', 'COORDS': (44.3433, -110.3108), 'CAUSE': 'Natural', 'SIZE': 4240.0, 'DISC': 226, 'CONT': 276.0}, {'ID': 201780755, 'MTBS_ID': 'WY4458611055120130814(ALUM)', 'COORDS': (44.5856, -110.5514), 'CAUSE': 'Natural', 'SIZE': 7299.0, 'DISC': 226, 'CONT': 276.0}, {'ID': 201780756, 'COORDS': (44.2222, -110.3286), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 227, 'CONT': 274.0}, {'ID': 201780757, 'COORDS': (44.6297, -110.4178), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 241, 'CONT': 274.0}]","[(44.137170000000005, -110.60133) (44.9047, -110.1839)
 (44.3433, -110.3108) (44.5856, -110.5514) (44.2222, -110.3286)
 (44.6297, -110.4178)]",1,6,2,201780755,44.5856,-110.5514,WY4458611055120130814(ALUM),"(44.5856, -110.5514)"
23359,2014_256722_123 COMPLEX,582046 14,123 Complex,WF,333,H,FALSE,2014-01-23T11:00:00Z,23,NA,0,Heavy Logging Slash,NA,256722,0,NA,NA,NA,NA,NA,44.885555600000004,-122.4258333,"17 SE of Silverton, Orregon",OR,217994,2014,FS,0,0,0,0,0,0,NA,NA,2014-01-28T23:00:00Z,2014_582046 14_123 COMPLEX,4,NA,NA,NA,NA,4,374,2,2014-01-26T23:00:00Z,26,158,2014-01-26T23:00:00Z,26,2014-01-26T23:00:00Z,26,150,2014-01-26T23:00:00Z,26,3,"['FS', 'FS', 'FS', 'FS']",FS,FS,100,[300090202],1,NA,23,25,['Debris and open burning'],330,"[{'ID': 300090202, 'COORDS': (44.886109999999995, -122.43583000000001), 'CAUSE': 'Debris and open burning', 'SIZE': 330.0, 'DISC': 23, 'CONT': 25.0}]","[(44.886109999999995, -122.43583000000001)]",1,1,0,300090202,44.886109999999995,-122.43583,NA,"(44.886109999999995, -122.43583000000001)"
23376,2014_259765_BONE MOUNTAIN COMPLEX,015014,Bone Mountain Complex,WF,300,H,FALSE,2014-01-24T06:00:00Z,24,NA,0,Medium Logging Slash,NA,259765,0,NA,NA,NA,NA,NA,42.903611100000006,-123.9094444,"7 miles south of Remote, OR",OR,90000,2014,FS,0,0,0,0,0,0,NA,NA,2014-01-28T17:00:00Z,2014_015014_BONE MOUNTAIN COMPLEX,1,NA,NA,NA,NA,2,21,2,2014-01-28T17:00:00Z,28,21,2014-01-28T17:00:00Z,28,2014-01-28T17:00:00Z,28,75,2014-01-28T17:00:00Z,28,4,['FS'],FS,FS,100,[300023370],1,NA,4,7,['Missing data/not specified/undetermined'],331,"[{'ID': 300023370, 'COORDS': (42.9253, -123.8642), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 331.0, 'DISC': 4, 'CONT': 7.0}]","[(42.9253, -123.8642)]",1,1,0,300023370,42.9253,-123.8642,NA,"(42.9253, -123.8642)"
23488,2014_304335_GRAVEL STAND COMPLEX,141024,Gravel Stand Complex,WF,1056,H,FALSE,2014-03-14T17:43:00Z,73,NA,0,Hardwood Litter,NA,304335,0,NA,NA,NA,NA,NA,35.30305560000001,-84.2133333,Ball River Road/Wildcat Road,TN,64000,2014,FS,0,0,0,0,0,0,NA,NA,2014-04-02T14:00:00Z,2014_141024_GRAVEL STAND COMPLEX,3,NA,NA,NA,NA,2,90,1,2014-03-15T19:00:00Z,74,54,2014-03-15T19:00:00Z,74,2014-03-15T19:00:00Z,74,1056,2014-03-15T19:00:00Z,74,1,"['FS', 'FS', 'FS']",FS,FS,100,[300150186],1,['TN3530808422120140314-GRAVELSTAND'],73,NA,['Missing data/not specified/undetermined'],1056,"[{'ID': 300150186, 'MTBS_ID': 'TN3530808422120140314(GRAVELSTAND)', 'COORDS': (35.30305560000001, -84.2133333), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 1056.0, 'DISC': 73, 'CONT': 'unknown'}]","[(35.30305560000001, -84.2133333)]",1,1,1,300150186,35.30305560000001,-84.2133333,TN3530808422120140314(GRAVELSTAND),"(35.30305560000001, -84.2133333)"
23807,2014_400503_TOMAHAWK,001554,Tomahawk,WF,5400,U,FALSE,2014-05-14T11:45:00Z,134,NA,0,Brush (2 feet),NA,400503,0,NA,NA,NA,NA,NA,33.38305560000001,-117.2636111,Naval Weapon Station Fallbrook,CA,500000,2014,FS,0,0,0,0,0,0,NA,NA,2014-07-02T08:15:00Z,2014_001554_TOMAHAWK,5,1600,260,20,200,72,733.6666666666665,18,2014-05-15T20:00:00Z,135,206.66666666666663,2014-05-16T20:00:00Z,136,2014-05-15T20:00:00Z,135,5400,2014-05-15T20:00:00Z,135,1,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[300150324],1,['CA3335311728520140514-TOMAHAWK'],134,NA,['Missing data/not specified/undetermined'],5367,"[{'ID': 300150324, 'MTBS_ID': 'CA3335311728520140514(TOMAHAWK)', 'COORDS': (33.383055600000006, -117.2636111), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 5367.0, 'DISC': 134, 'CONT': 'unknown'}]","[(33.383055600000006, -117.2636111)]",1,1,1,300150324,33.383055600000006,-117.2636111,CA3335311728520140514(TOMAHAWK),"(33.383055600000006, -117.2636111)"
